Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Oriental -> Jerada -> Ain Bni Mathar,Rural,Masculin,Taux de prévalence du handicap (%),
Oriental -> Jerada -> Ain Bni Mathar,Rural,Ensemble,Taux de prévalence du handicap (%),
Oriental -> Jerada -> Ain Bni Mathar,Rural,Féminin,Taux de prévalence du handicap (%),
Oriental -> Jerada -> Ain Bni Mathar,Ensemble,Féminin,Taux de prévalence du handicap (%),6.0
Oriental -> Jerada -> Ain Bni Mathar,Urbain,Féminin,Taux de prévalence du handicap (%),6.0
Oriental -> Jerada -> Ain Bni Mathar,Ensemble,Ensemble,Taux de prévalence du handicap (%),5.8
Oriental -> Jerada -> Ain Bni Mathar,Urbain,Ensemble,Taux de prévalence du handicap (%),5.8
Oriental -> Jerada -> Ain Bni Mathar,Ensemble,Masculin,Taux de prévalence du handicap (%),5.6
Oriental -> Jerada -> Ain Bni Mathar,Urbain,Masculin,Taux de prévalence du handicap (%),5.6
