Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Oriental -> Jerada -> Bni Mathar,Urbain,Ensemble,Part des personnes sachant lire et écrire l'arabe et le français uniquement parmi les alphabètes de 10 ans et plus (%),
Oriental -> Jerada -> Bni Mathar,Urbain,Ensemble,Part de la population n'ayant aucun niveau d'études dans l'enseignement général (%),
Oriental -> Jerada -> Bni Mathar,Urbain,Ensemble,Part de la population ayant un niveau d'études supérieur (%),
Oriental -> Jerada -> Bni Mathar,Urbain,Ensemble,Part de la population ayant un niveau d'études secondaire qualifiant (%),
Oriental -> Jerada -> Bni Mathar,Urbain,Ensemble,Part de la population ayant un niveau d'études primaire (%),
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Taux de scolarisation des 6-11 ans en 2023/2024 (%),95.6
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Taux de scolarisation des 6-11 ans en 2023/2024 (%),95.6
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Taux de scolarisation des 6-11 ans en 2023/2024 (%),95.5
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Taux de scolarisation des 6-11 ans en 2023/2024 (%),95.5
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Taux de scolarisation des 6-11 ans en 2023/2024 (%),95.4
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Taux de scolarisation des 6-11 ans en 2023/2024 (%),95.4
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part des personnes sachant lire et écrire l'arabe uniquement parmi les alphabètes de 10 ans et plus (%),72.2
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part des personnes sachant lire et écrire l'arabe uniquement parmi les alphabètes de 10 ans et plus (%),72.2
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Part des personnes sachant lire et écrire l'arabe uniquement parmi les alphabètes de 10 ans et plus (%),71.2
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Part des personnes sachant lire et écrire l'arabe uniquement parmi les alphabètes de 10 ans et plus (%),71.2
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Part des personnes sachant lire et écrire l'arabe uniquement parmi les alphabètes de 10 ans et plus (%),69.7
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Part des personnes sachant lire et écrire l'arabe uniquement parmi les alphabètes de 10 ans et plus (%),69.7
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Part de la population n'ayant aucun niveau d'études dans l'enseignement général (%),53.4
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Part de la population n'ayant aucun niveau d'études dans l'enseignement général (%),53.4
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Taux d'analphabétisme des 10 ans et plus (%),51.6
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Taux d'analphabétisme des 10 ans et plus (%),51.6
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Part de la population n'ayant aucun niveau d'études dans l'enseignement général (%),46.7
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Part de la population n'ayant aucun niveau d'études dans l'enseignement général (%),46.7
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Taux d'analphabétisme des 10 ans et plus (%),43.5
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Taux d'analphabétisme des 10 ans et plus (%),43.5
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part de la population n'ayant aucun niveau d'études dans l'enseignement général (%),40.1
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part de la population n'ayant aucun niveau d'études dans l'enseignement général (%),40.1
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Taux d'analphabétisme des 10 ans et plus (%),35.6
