Zone,Milieu,Sexe,Titre de l'indicateur,Valeurs de l'indicateur
Oriental -> Jerada -> Bni Mathar,Urbain,Masculin,Population municipale,
Oriental -> Jerada -> Bni Mathar,Urbain,Ensemble,Population municipale,
Oriental -> Jerada -> Bni Mathar,Urbain,Féminin,Population municipale,
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Population municipale,10463.0
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Population municipale,10463.0
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Population municipale,5311.0
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Population municipale,5311.0
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Population municipale,5152.0
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Population municipale,5152.0
