Zone,Milieu,Sexe,Titre de l'indicateur,Valeurs de l'indicateur
Oriental -> Jerada -> Ouled Ghziyel,Urbain,Masculin,Population municipale,
Oriental -> Jerada -> Ouled Ghziyel,Urbain,Ensemble,Population municipale,
Oriental -> Jerada -> Ouled Ghziyel,Urbain,Féminin,Population municipale,
Oriental -> Jerada -> Ouled Ghziyel,Ensemble,Ensemble,Population municipale,4656.0
Oriental -> Jerada -> Ouled Ghziyel,Rural,Ensemble,Population municipale,4656.0
Oriental -> Jerada -> Ouled Ghziyel,Rural,Féminin,Population municipale,2429.0
Oriental -> Jerada -> Ouled Ghziyel,Ensemble,Féminin,Population municipale,2429.0
Oriental -> Jerada -> Ouled Ghziyel,Rural,Masculin,Population municipale,2227.0
Oriental -> Jerada -> Ouled Ghziyel,Ensemble,Masculin,Population municipale,2227.0
