Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Oriental -> Jerada -> Ouled Ghziyel,Urbain,Ensemble,Taux de prévalence du handicap (%),
Oriental -> Jerada -> Ouled Ghziyel,Urbain,Masculin,Taux de prévalence du handicap (%),
Oriental -> Jerada -> Ouled Ghziyel,Urbain,Féminin,Taux de prévalence du handicap (%),
Oriental -> Jerada -> Ouled Ghziyel,Rural,Masculin,Taux de prévalence du handicap (%),5.7
Oriental -> Jerada -> Ouled Ghziyel,Ensemble,Masculin,Taux de prévalence du handicap (%),5.7
Oriental -> Jerada -> Ouled Ghziyel,Ensemble,Ensemble,Taux de prévalence du handicap (%),5.0
Oriental -> Jerada -> Ouled Ghziyel,Rural,Ensemble,Taux de prévalence du handicap (%),5.0
Oriental -> Jerada -> Ouled Ghziyel,Rural,Féminin,Taux de prévalence du handicap (%),4.3
Oriental -> Jerada -> Ouled Ghziyel,Ensemble,Féminin,Taux de prévalence du handicap (%),4.3
