Zone,Milieu,Sexe,Titre de l'indicateur,Valeurs de l'indicateur
Oriental -> Jerada -> Jerada,Rural,Ensemble,Population municipale,
Oriental -> Jerada -> Jerada,Rural,Masculin,Population municipale,
Oriental -> Jerada -> Jerada,Rural,Féminin,Population municipale,
Oriental -> Jerada -> Jerada,Ensemble,Ensemble,Population municipale,40882.0
Oriental -> Jerada -> Jerada,Urbain,Ensemble,Population municipale,40882.0
Oriental -> Jerada -> Jerada,Ensemble,Féminin,Population municipale,21294.0
Oriental -> Jerada -> Jerada,Urbain,Féminin,Population municipale,21294.0
Oriental -> Jerada -> Jerada,Urbain,Masculin,Population municipale,19588.0
Oriental -> Jerada -> Jerada,Ensemble,Masculin,Population municipale,19588.0
