Zone,Milieu,Sexe,Titre de l'indicateur,Valeurs de l'indicateur
Oriental -> Jerada -> Mrija,Urbain,Masculin,Population municipale,
Oriental -> Jerada -> Mrija,Urbain,Ensemble,Population municipale,
Oriental -> Jerada -> Mrija,Urbain,Féminin,Population municipale,
Oriental -> Jerada -> Mrija,Ensemble,Ensemble,Population municipale,2881.0
Oriental -> Jerada -> Mrija,Rural,Ensemble,Population municipale,2881.0
Oriental -> Jerada -> Mrija,Rural,Féminin,Population municipale,1471.0
Oriental -> Jerada -> Mrija,Ensemble,Féminin,Population municipale,1471.0
Oriental -> Jerada -> Mrija,Rural,Masculin,Population municipale,1410.0
Oriental -> Jerada -> Mrija,Ensemble,Masculin,Population municipale,1410.0
