Zone,Milieu,Sexe,Titre de l'indicateur,Valeurs de l'indicateur
Oriental -> Jerada -> Guenfouda,Urbain,Masculin,Population municipale,
Oriental -> Jerada -> Guenfouda,Urbain,Ensemble,Population municipale,
Oriental -> Jerada -> Guenfouda,Urbain,Féminin,Population municipale,
Oriental -> Jerada -> Guenfouda,Ensemble,Ensemble,Population municipale,5709.0
Oriental -> Jerada -> Guenfouda,Rural,Ensemble,Population municipale,5709.0
Oriental -> Jerada -> Guenfouda,Rural,Masculin,Population municipale,2909.0
Oriental -> Jerada -> Guenfouda,Ensemble,Masculin,Population municipale,2909.0
Oriental -> Jerada -> Guenfouda,Rural,Féminin,Population municipale,2800.0
Oriental -> Jerada -> Guenfouda,Ensemble,Féminin,Population municipale,2800.0
