Zone,Milieu,Sexe,Titre de l'indicateur,Valeurs de l'indicateur
Oriental -> Jerada -> Gafait,Urbain,Masculin,Population municipale,
Oriental -> Jerada -> Gafait,Urbain,Ensemble,Population municipale,
Oriental -> Jerada -> Gafait,Urbain,Féminin,Population municipale,
Oriental -> Jerada -> Gafait,Ensemble,Ensemble,Population municipale,2602.0
Oriental -> Jerada -> Gafait,Rural,Ensemble,Population municipale,2602.0
Oriental -> Jerada -> Gafait,Rural,Féminin,Population municipale,1331.0
Oriental -> Jerada -> Gafait,Ensemble,Féminin,Population municipale,1331.0
Oriental -> Jerada -> Gafait,Rural,Masculin,Population municipale,1271.0
Oriental -> Jerada -> Gafait,Ensemble,Masculin,Population municipale,1271.0
