Zone,Milieu,Sexe,Titre de l'indicateur,Valeurs de l'indicateur
Oriental -> Jerada -> Sidi Boubker,Ensemble,Ensemble,Population municipale,2351.0
Oriental -> Jerada -> Sidi Boubker,Urbain,Ensemble,Population municipale,1747.0
Oriental -> Jerada -> Sidi Boubker,Ensemble,Féminin,Population municipale,1214.0
Oriental -> Jerada -> Sidi Boubker,Ensemble,Masculin,Population municipale,1137.0
Oriental -> Jerada -> Sidi Boubker,Urbain,Féminin,Population municipale,918.0
Oriental -> Jerada -> Sidi Boubker,Urbain,Masculin,Population municipale,829.0
Oriental -> Jerada -> Sidi Boubker,Rural,Ensemble,Population municipale,604.0
Oriental -> Jerada -> Sidi Boubker,Rural,Masculin,Population municipale,308.0
Oriental -> Jerada -> Sidi Boubker,Rural,Féminin,Population municipale,296.0
